Date,Product_ID,Product_Name,Product_Category,Model_Series,Units_Sold,Revenue_INR,Region,State,City,Online_Offline,Store_Name,Discount_Percent,Stock_Available,Review_ID,Platform,Customer_ID,Sentiment_Label,Star_Rating,Return_Product,Return_Reason,Keywords_Extracted,Review_Text,Helpfulness_Votes
2025-02-03,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,338,10747048,North,Delhi,New Delhi,Offline,Reliance Digital,0,163,R44157,,C76715,Positive,5,,,charging,Newspaper would career. positive experience with charging.,32
2024-08-30,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,651,25293954,East,West Bengal,Kolkata,Online,,5,194,R88013,Amazon,C36424,Positive,4,No,,fit,Notice entire recognize dream help. positive experience with fit.,20
2024-08-27,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,547,19568925,East,Bihar,Patna,Online,,10,184,R49155,Samsung.com,C13938,Negative,1,Yes,Sign pick ready loss.,camera,Majority front parent try administration. negative experience with camera.,11
2025-04-16,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,730,19989590,South,Kerala,Kochi,Online,,15,118,R46491,Amazon,C81518,Neutral,3,Yes,Necessary yet amount benefit.,screen,Section open million require thousand movie. neutral experience with screen.,83
2025-02-19,LED-T-1004,LED TV T Series 4,LED TV,T Series,663,2439177,East,Bihar,Patna,Online,,15,108,R24500,Flipkart,C58671,Positive,5,Yes,These sense child other.,sound,Rest item miss eye collection street race leader. positive experience with sound.,57
2024-11-22,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,176,4991712,East,Bihar,Patna,Offline,UniverCell,5,124,R49578,,C35109,Positive,5,,,noise,Administration instead too care cost question. positive experience with noise.,56
2024-10-12,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,698,22095888,West,Gujarat,Ahmedabad,Online,,20,115,R31782,Samsung.com,C73715,Positive,5,Yes,Could radio education clearly citizen democratic.,panel,Out military choice up present century. positive experience with panel.,13
2024-09-18,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,56,1329608,West,Gujarat,Ahmedabad,Offline,Big C,10,9,R23197,,C15882,Positive,5,,,bluetooth,Effort a right point set. positive experience with bluetooth.,84
2025-07-15,SSD-1002,SSD EVO Series 2,SSD,EVO Series,648,37400616,Central,Madhya Pradesh,Indore,Offline,Vijay Sales,10,2,R79634,,C45616,Negative,2,,,storage,Every picture century. negative experience with storage.,73
2025-02-02,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,253,1795541,North,Uttar Pradesh,Kanpur,Online,,15,199,R28323,Amazon,C60225,Negative,1,No,,speed,Film per one commercial until teacher. negative experience with speed.,25
2024-11-11,EBR-1002,Galaxy Buds 2,Earbuds,Galaxy Buds,620,22520880,East,West Bengal,Kolkata,Offline,Vijay Sales,15,20,R64445,,C35020,Positive,5,,,battery,Light agency time. positive experience with battery.,38
2024-09-05,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,442,5111730,North,Delhi,New Delhi,Online,,10,165,R61344,Amazon,C38888,Positive,5,No,,cooling,Tree girl source enjoy. positive experience with cooling.,18
2025-03-30,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,735,26369595,East,Bihar,Patna,Online,,0,78,R64091,Amazon,C87286,Negative,2,No,,noise cancel,Shoulder point fast minute pressure traditional throughout. negative experience with noise cancel.,27
2024-09-02,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,87,4733235,Central,Chhattisgarh,Raipur,Offline,Big C,10,57,R54027,,C61490,Positive,4,,,bass,Position explain need stay or successful western. positive experience with bass.,66
2024-12-20,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,293,7333204,West,Rajasthan,Jaipur,Online,,10,155,R92354,Flipkart,C31595,Positive,5,Yes,Break me member long.,response,Candidate already lawyer special model soon factor. positive experience with response.,46
2025-02-01,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,276,8939916,Central,Madhya Pradesh,Bhopal,Online,,20,2,R79476,Amazon,C59835,Positive,4,No,,performance,Week much fight admit late really. positive experience with performance.,68
2024-09-04,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,533,31336669,West,Maharashtra,Nagpur,Online,,15,177,R22648,Flipkart,C53601,Positive,4,No,,sound,Step success off election school half couple soldier. positive experience with sound.,1
2025-04-29,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,629,11600018,East,Assam,Guwahati,Offline,Croma,15,68,R73859,,C86485,Positive,4,,,wireless,Total board over heart range option purpose environment. positive experience with wireless.,90
2025-01-13,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,389,21837293,Central,Madhya Pradesh,Indore,Online,,5,182,R75447,Flipkart,C84601,Neutral,3,No,,cooling,Probably reality there chair maintain. neutral experience with cooling.,48
2024-08-16,LED-T-1002,LED TV T Series 2,LED TV,T Series,578,15701948,Central,Madhya Pradesh,Bhopal,Online,,0,26,R44504,Samsung.com,C28167,Neutral,3,No,,display,Type measure seven another. neutral experience with display.,11
2025-04-02,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,546,17000802,North,Punjab,Ludhiana,Online,,15,55,R18712,Samsung.com,C14989,Positive,5,Yes,A knowledge happy describe tree develop.,bass,Front which manager require news ready. positive experience with bass.,86
2024-07-27,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,206,1266282,Central,Chhattisgarh,Raipur,Offline,UniverCell,20,152,R13444,,C24500,Neutral,3,,,wireless,Certain address perform night certain world continue believe. neutral experience with wireless.,37
2025-03-03,SSD-1004,SSD EVO Series 4,SSD,EVO Series,532,11988088,West,Rajasthan,Udaipur,Online,,0,119,R31099,Amazon,C98552,Positive,5,Yes,Yard during admit nature.,upgrade,Need indeed key among. positive experience with upgrade.,78
2025-01-28,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,631,5937079,North,Uttar Pradesh,Lucknow,Online,,5,21,R53182,Amazon,C76164,Positive,4,No,,energy,Out myself everyone seem yeah democratic. positive experience with energy.,80
2024-12-26,SSD-1004,SSD EVO Series 4,SSD,EVO Series,561,6599043,Central,Chhattisgarh,Raipur,Online,,0,14,R37814,Flipkart,C94294,Positive,5,Yes,Agreement management find operation.,speed,Development speech modern recently avoid economic. positive experience with speed.,15
2025-03-07,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,376,15977368,Central,Chhattisgarh,Raipur,Online,,15,2,R96569,Amazon,C62645,Positive,4,No,,energy,Point issue majority only often. positive experience with energy.,63
2025-05-26,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,695,17887215,West,Gujarat,Ahmedabad,Offline,Samsung Store,15,22,R45490,,C99952,Neutral,3,,,click,Large person small hair. neutral experience with click.,89
2025-06-22,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,376,19294440,Central,Chhattisgarh,Raipur,Online,,0,174,R84007,Amazon,C71559,Positive,5,Yes,Entire member little do.,display,Common believe budget throw strong. positive experience with display.,44
2025-02-10,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,488,2604456,South,Tamil Nadu,Chennai,Offline,Sangeetha,20,28,R78207,,C41612,Negative,2,,,space,Parent practice enough ever democratic high piece. negative experience with space.,11
2025-05-13,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,62,2167086,South,Karnataka,Mysuru,Offline,Lot Mobiles,0,106,R33907,,C58144,Positive,4,,,scroll,Must year term third. positive experience with scroll.,20
2025-04-26,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,715,38271090,South,Telangana,Hyderabad,Offline,Sangeetha,20,49,R55325,,C37625,Positive,4,,,bass,Close education catch. positive experience with bass.,97
2024-09-16,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,401,15938547,East,Assam,Guwahati,Offline,Croma,10,51,R36742,,C96016,Neutral,3,,,performance,But painting manager trip even cover. neutral experience with performance.,95
2025-03-13,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,509,3489704,East,Assam,Guwahati,Offline,Big C,5,37,R94452,,C77941,Neutral,3,,,layout,Rest happen growth society half. neutral experience with layout.,30
2024-08-17,SSD-1002,SSD EVO Series 2,SSD,EVO Series,350,6453300,East,Bihar,Patna,Online,,5,39,R42703,Amazon,C65959,Positive,4,No,,upgrade,Raise level own test rich under describe. positive experience with upgrade.,17
2024-10-29,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,384,15748224,Central,Chhattisgarh,Raipur,Offline,Samsung Store,15,32,R55480,,C61943,Positive,5,,,performance,Pretty generation my send. positive experience with performance.,55
2024-08-27,SSD-1003,SSD EVO Series 3,SSD,EVO Series,719,19485619,South,Andhra Pradesh,Vijayawada,Offline,Lot Mobiles,5,12,R70780,,C29826,Positive,4,,,fast,Return worry human maintain. positive experience with fast.,93
2024-07-20,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,723,37066041,Central,Madhya Pradesh,Indore,Offline,Big C,5,107,R94041,,C30601,Neutral,3,,,bass,Wish claim police reach today. neutral experience with bass.,57
2024-11-04,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,238,2040374,North,Uttar Pradesh,Lucknow,Offline,Reliance Digital,10,136,R27830,,C59841,Positive,4,,,refresh rate,Compare enjoy shoulder reflect much strategy mouth. positive experience with refresh rate.,100
2024-08-12,SSD-1003,SSD EVO Series 3,SSD,EVO Series,397,2345079,South,Tamil Nadu,Coimbatore,Online,,10,165,R81306,Flipkart,C38826,Positive,4,No,,reliable,Standard good today very Democrat article need. positive experience with reliable.,62
2024-10-28,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,787,8286323,East,West Bengal,Kolkata,Offline,Sangeetha,15,144,R72219,,C31003,Positive,5,,,display,Because seat affect large run. positive experience with display.,96
2024-10-01,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,396,18738720,West,Gujarat,Surat,Online,,15,63,R24063,Flipkart,C23086,Positive,4,No,,battery,Drive tough quality thus at large. positive experience with battery.,25
2025-07-11,LED-T-1002,LED TV T Series 2,LED TV,T Series,586,15197910,West,Rajasthan,Udaipur,Offline,Poorvika,0,103,R15015,,C56173,Positive,4,,,sound,Only per material executive green kind everything difficult. positive experience with sound.,13
2025-06-29,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,525,9371250,East,Assam,Guwahati,Offline,Lot Mobiles,5,6,R12708,,C88078,Positive,4,,,battery,Dark effect answer walk stuff national. positive experience with battery.,37
2025-02-03,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,123,3764292,South,Tamil Nadu,Coimbatore,Online,,15,161,R78127,Flipkart,C23231,Negative,2,No,,USB,Card trouble majority interest. negative experience with USB.,61
2025-01-24,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,664,29251192,South,Tamil Nadu,Chennai,Offline,Samsung Store,10,107,R94805,,C76821,Neutral,3,,,cooling,Five focus citizen outside before. neutral experience with cooling.,32
2025-07-07,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,656,26722160,East,West Bengal,Kolkata,Offline,Lot Mobiles,15,131,R22701,,C16766,Positive,4,,,panel,Free nor soldier election he. positive experience with panel.,13
2025-03-15,LED-T-1005,LED TV T Series 5,LED TV,T Series,251,1826527,Central,Madhya Pradesh,Indore,Offline,Sangeetha,15,28,R62349,,C58453,Negative,1,,,sound,Note might rock who send exist suggest. negative experience with sound.,31
2025-03-01,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,179,5113135,East,West Bengal,Kolkata,Offline,Sangeetha,0,143,R73538,,C36970,Positive,5,,,panel,Throughout manage although make here there space situation. positive experience with panel.,31
2025-01-04,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,437,10062362,South,Karnataka,Bengaluru,Online,,15,125,R78387,Amazon,C20677,Positive,5,No,,panel,Section nor six hear. positive experience with panel.,68
2025-01-22,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,548,9240924,West,Gujarat,Surat,Offline,UniverCell,20,182,R49370,,C33639,Positive,5,,,screen,Ability third save worker fill new. positive experience with screen.,41
2025-02-15,LED-T-1005,LED TV T Series 5,LED TV,T Series,101,3295024,Central,Chhattisgarh,Raipur,Online,,5,54,R52864,Samsung.com,C86863,Positive,5,No,,remote,Control mention carry build condition. positive experience with remote.,53
2024-12-31,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,744,31640832,North,Punjab,Amritsar,Online,,10,59,R61699,Samsung.com,C46959,Negative,2,Yes,Guess hair reality night physical.,speed,Black send common be into laugh her. negative experience with speed.,91
2025-02-05,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,252,2223144,West,Gujarat,Surat,Offline,Poorvika,20,122,R92175,,C50379,Neutral,3,,,space,Senior usually leg perform still himself boy. neutral experience with space.,2
2025-06-12,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,768,32972544,North,Uttar Pradesh,Kanpur,Online,,10,28,R13606,Samsung.com,C90455,Negative,1,Yes,Order magazine those like.,fit,All then act three trial quickly picture. negative experience with fit.,34
2024-10-23,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,432,19727712,Central,Chhattisgarh,Raipur,Offline,Croma,15,117,R12635,,C36171,Negative,2,,,noise,Their military leader reveal body face. negative experience with noise.,41
2024-10-15,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,116,1592216,South,Karnataka,Mysuru,Online,,20,138,R12476,Samsung.com,C75915,Neutral,3,Yes,Less another draw point more brother.,bluetooth,Anything hit hour class they. neutral experience with bluetooth.,45
2025-01-16,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,369,2616948,Central,Madhya Pradesh,Indore,Online,,20,146,R95102,Flipkart,C50511,Neutral,3,Yes,Life air mission.,battery,Situation design pretty. neutral experience with battery.,80
2024-09-24,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,355,12903895,North,Uttar Pradesh,Lucknow,Offline,Croma,0,144,R26081,,C14299,Positive,4,,,speed,Specific exist cut back visit. positive experience with speed.,13
2024-08-18,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,762,5990082,East,Odisha,Bhubaneswar,Online,,10,74,R81596,Flipkart,C86003,Positive,4,No,,battery,Student near enter check court. positive experience with battery.,72
2025-04-10,LED-T-1003,LED TV T Series 3,LED TV,T Series,612,22423068,West,Gujarat,Surat,Offline,UniverCell,10,4,R78513,,C84782,Positive,5,,,4K,Behind shoulder number hand age. positive experience with 4K.,59
2025-01-02,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,132,6877728,South,Tamil Nadu,Coimbatore,Offline,Poorvika,15,14,R80152,,C59564,Positive,5,,,USB,South risk similar rich again everything group. positive experience with USB.,44
2025-04-15,LED-T-1003,LED TV T Series 3,LED TV,T Series,163,3573775,West,Gujarat,Ahmedabad,Offline,Poorvika,20,25,R32492,,C63922,Positive,4,,,display,Mission arrive prepare other. positive experience with display.,77
2025-05-21,LED-T-1004,LED TV T Series 4,LED TV,T Series,122,350506,Central,Chhattisgarh,Raipur,Offline,Sangeetha,5,64,R98744,,C68059,Positive,4,,,sound,Gas wife current worry. positive experience with sound.,96
2025-03-19,LED-T-1005,LED TV T Series 5,LED TV,T Series,642,11115588,South,Kerala,Kochi,Offline,UniverCell,15,196,R23514,,C30459,Neutral,3,,,display,So result almost down control very carry. neutral experience with display.,44
2025-04-17,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,780,9569820,Central,Chhattisgarh,Raipur,Offline,Big C,0,178,R79666,,C91695,Positive,4,,,USB,Situation plan perhaps Democrat job. positive experience with USB.,53
2025-03-13,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,504,12527928,South,Karnataka,Bengaluru,Online,,0,128,R12938,Samsung.com,C13952,Positive,4,No,,connectivity,Lead both mission want drop training. positive experience with connectivity.,41
2025-04-20,LED-T-1004,LED TV T Series 4,LED TV,T Series,610,27309700,Central,Chhattisgarh,Raipur,Online,,5,43,R59824,Amazon,C38060,Positive,4,Yes,Eight since carry.,remote,Last two result meet agency. positive experience with remote.,33
2025-06-05,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,338,3893422,Central,Chhattisgarh,Raipur,Online,,15,57,R12947,Flipkart,C44270,Positive,5,No,,portability,Turn billion land small stuff entire. positive experience with portability.,4
2024-07-29,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,453,12878337,South,Kerala,Kochi,Offline,Vijay Sales,0,91,R41564,,C84221,Positive,5,,,noise,Task accept page listen size. positive experience with noise.,32
2024-12-04,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,202,1345926,South,Andhra Pradesh,Vijayawada,Online,,0,181,R46887,Samsung.com,C29869,Positive,4,No,,speed,Guess federal moment set poor trial care. positive experience with speed.,5
2024-10-07,LED-T-1005,LED TV T Series 5,LED TV,T Series,294,4391772,Central,Madhya Pradesh,Bhopal,Online,,10,85,R44258,Amazon,C87312,Positive,5,No,,display,Stuff eight certain next always season might interest. positive experience with display.,62
2024-07-26,LED-T-1004,LED TV T Series 4,LED TV,T Series,158,2949228,South,Andhra Pradesh,Visakhapatnam,Online,,15,159,R30632,Samsung.com,C31004,Positive,5,Yes,Area garden ten can.,sound,Present almost use section list. positive experience with sound.,44
2025-02-15,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,497,20238834,Central,Madhya Pradesh,Bhopal,Online,,20,137,R20757,Flipkart,C22093,Positive,5,Yes,Choose if ask including Mrs.,scroll,Energy back trial institution garden. positive experience with scroll.,65
2024-09-23,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,580,27034380,East,Odisha,Bhubaneswar,Offline,Lot Mobiles,15,75,R94647,,C86541,Positive,4,,,response,Write somebody me reduce bring magazine program. positive experience with response.,54
2025-02-23,LED-T-1001,LED TV T Series 1,LED TV,T Series,357,9999213,West,Rajasthan,Jaipur,Online,,0,173,R91488,Amazon,C60219,Neutral,3,Yes,Fact tend own present marriage.,sound,Suggest scene top heavy. neutral experience with sound.,65
2024-10-17,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,442,11980410,East,Assam,Guwahati,Online,,15,138,R11119,Samsung.com,C88733,Positive,5,No,,loud,Image the seat teacher stand thousand challenge eight. positive experience with loud.,53
2024-10-28,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,379,21250909,South,Karnataka,Mysuru,Offline,Lot Mobiles,20,69,R45376,,C55511,Positive,4,,,sensor,Phone time recognize. positive experience with sensor.,12
2024-09-20,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,147,6659541,South,Tamil Nadu,Coimbatore,Offline,Reliance Digital,10,138,R86215,,C74637,Positive,4,,,note-taking,Address body theory forward. positive experience with note-taking.,42
2024-09-09,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,128,2912896,East,Assam,Guwahati,Online,,10,63,R36597,Samsung.com,C34696,Positive,4,No,,performance,Arrive against citizen state big either first approach. positive experience with performance.,26
2024-11-04,LED-T-1001,LED TV T Series 1,LED TV,T Series,150,7161150,North,Punjab,Ludhiana,Online,,20,93,R54970,Flipkart,C91204,Neutral,3,No,,remote,Outside seek she. neutral experience with remote.,59
2025-01-14,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,729,42136929,Central,Madhya Pradesh,Bhopal,Online,,15,0,R39314,Flipkart,C81701,Positive,4,No,,noise cancel,Cut among drug million deal hotel week attention. positive experience with noise cancel.,23
2025-06-03,SSD-1002,SSD EVO Series 2,SSD,EVO Series,526,1152466,South,Tamil Nadu,Chennai,Offline,Sangeetha,0,165,R16020,,C15941,Positive,4,,,upgrade,Lawyer behind help writer beautiful. positive experience with upgrade.,60
2024-08-22,MSE-1004,Mouse Samsung Mouse 4,Mouse,Samsung Mouse,417,16709190,South,Karnataka,Bengaluru,Offline,UniverCell,0,194,R75989,,C40137,Positive,5,,,sensor,Enjoy hard street general lose. positive experience with sensor.,31
2024-09-09,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,678,22540788,North,Uttar Pradesh,Lucknow,Offline,UniverCell,5,81,R48510,,C54723,Positive,5,,,USB,Eight form clear company power economic single. positive experience with USB.,22
2025-01-05,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,408,8021280,East,Odisha,Bhubaneswar,Offline,Lot Mobiles,5,14,R63728,,C19823,Positive,5,,,battery,Tough member word upon later relate. positive experience with battery.,91
2024-12-16,SSD-1005,SSD EVO Series 5,SSD,EVO Series,758,33564998,North,Uttar Pradesh,Lucknow,Online,,5,141,R29242,Samsung.com,C40033,Positive,5,Yes,Produce must drive.,speed,Throughout customer go low agree. positive experience with speed.,88
2024-11-24,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,753,42690582,South,Kerala,Thiruvananthapuram,Online,,15,78,R83134,Amazon,C76345,Positive,4,No,,battery,Remember provide trial building season before. positive experience with battery.,62
2025-05-30,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,722,42754674,South,Telangana,Hyderabad,Online,,10,38,R43292,Flipkart,C35548,Positive,4,Yes,Media result list rich.,screen,Project hit sea move high. positive experience with screen.,60
2025-04-12,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,83,3546341,Central,Madhya Pradesh,Bhopal,Offline,Lot Mobiles,5,9,R11906,,C73163,Positive,4,,,bass,Music stuff mission century minute meeting fund. positive experience with bass.,98
2024-11-06,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,230,9257500,East,West Bengal,Kolkata,Offline,Big C,0,160,R30813,,C29814,Positive,4,,,panel,Quality candidate too natural pull oil. positive experience with panel.,81
2024-08-17,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,50,1861650,North,Uttar Pradesh,Kanpur,Online,,20,123,R17383,Samsung.com,C50032,Negative,2,Yes,During stand magazine identify.,speed,A message free because. negative experience with speed.,37
2025-06-20,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,133,4693171,South,Kerala,Thiruvananthapuram,Online,,5,21,R87860,Flipkart,C90046,Positive,4,No,,bluetooth,Heart everyone only. positive experience with bluetooth.,12
2025-05-17,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,57,163191,West,Gujarat,Ahmedabad,Online,,10,158,R99193,Amazon,C79727,Positive,5,No,,loud,Development allow type southern fact military a. positive experience with loud.,36
2025-01-16,LED-T-1005,LED TV T Series 5,LED TV,T Series,249,13231611,North,Uttar Pradesh,Kanpur,Offline,Poorvika,10,96,R32609,,C49613,Positive,4,,,remote,Simply alone them though college. positive experience with remote.,5
2024-08-26,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,237,13016040,North,Punjab,Ludhiana,Online,,10,29,R51728,Flipkart,C64986,Neutral,3,No,,loud,President believe law method method. neutral experience with loud.,73
2025-03-11,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,723,35000430,East,Odisha,Bhubaneswar,Online,,10,6,R15976,Amazon,C38889,Positive,5,No,,note-taking,To sing just Democrat. positive experience with note-taking.,22
2025-06-21,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,69,1751082,Central,Madhya Pradesh,Indore,Online,,0,30,R82241,Amazon,C39796,Positive,5,Yes,Take record model.,USB,Star recent less radio receive can decade. positive experience with USB.,24
2025-02-03,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,612,6416208,Central,Chhattisgarh,Raipur,Offline,Reliance Digital,0,15,R40268,,C50248,Positive,5,,,HDMI,Student use while evidence better responsibility fine. positive experience with HDMI.,41
2024-12-02,LED-T-1001,LED TV T Series 1,LED TV,T Series,205,8808235,Central,Chhattisgarh,Raipur,Offline,Vijay Sales,5,123,R54506,,C89952,Positive,5,,,sound,Night adult center tax most produce. positive experience with sound.,7
2025-03-04,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,548,30603608,North,Uttar Pradesh,Kanpur,Offline,Lot Mobiles,10,34,R34579,,C22404,Positive,4,,,performance,Teach computer thus able black agency away describe. positive experience with performance.,96
2025-05-19,SSD-1003,SSD EVO Series 3,SSD,EVO Series,292,4775952,East,Assam,Guwahati,Offline,Lot Mobiles,20,73,R96555,,C65085,Positive,4,,,upgrade,Activity science physical capital night knowledge involve energy. positive experience with upgrade.,32
2024-12-06,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,455,2744560,West,Maharashtra,Mumbai,Offline,Lot Mobiles,0,3,R80092,,C35189,Positive,5,,,color,Different show firm animal at. positive experience with color.,22
2024-08-20,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,194,7045304,East,Bihar,Patna,Online,,0,18,R77591,Amazon,C53984,Positive,4,No,,note-taking,Would join red financial list establish quickly. positive experience with note-taking.,58
2024-10-01,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,438,9777912,West,Gujarat,Ahmedabad,Online,,0,181,R77121,Amazon,C16237,Neutral,3,Yes,Four alone I.,note-taking,Leg stand everyone majority agent information above against. neutral experience with note-taking.,5
2024-11-26,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,70,1080870,Central,Madhya Pradesh,Bhopal,Online,,20,85,R52771,Flipkart,C26841,Positive,4,Yes,Own maybe population style.,charging,Government writer add religious. positive experience with charging.,83
2025-05-02,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,288,7012800,South,Andhra Pradesh,Visakhapatnam,Online,,10,112,R74828,Amazon,C18875,Negative,2,No,,sensor,Run religious common hand. negative experience with sensor.,84
2024-12-01,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,436,11562720,West,Rajasthan,Udaipur,Online,,5,192,R87269,Flipkart,C68457,Positive,4,No,,layout,Visit fish him popular guess. positive experience with layout.,47
2025-01-25,LED-T-1003,LED TV T Series 3,LED TV,T Series,63,2402379,East,Assam,Guwahati,Online,,5,34,R39767,Flipkart,C72590,Positive,4,Yes,Computer explain woman involve.,remote,Someone everything police radio over including. positive experience with remote.,92
2025-06-30,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,409,20795605,East,Odisha,Bhubaneswar,Online,,0,117,R68845,Flipkart,C74984,Positive,5,No,,click,Class else say change father to teach. positive experience with click.,68
2025-06-20,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,483,17838639,South,Telangana,Hyderabad,Offline,Croma,15,43,R94708,,C73882,Positive,5,,,sound,Far specific way employee. positive experience with sound.,5
2025-03-08,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,467,1263702,East,West Bengal,Kolkata,Online,,5,11,R47048,Amazon,C98110,Neutral,3,Yes,Tax moment key run arm.,color,Despite how ok. neutral experience with color.,79
2025-03-26,SSD-1003,SSD EVO Series 3,SSD,EVO Series,453,10318434,East,Odisha,Bhubaneswar,Offline,Croma,20,93,R13147,,C84044,Positive,4,,,upgrade,Keep true price many crime ok. positive experience with upgrade.,27
2025-03-03,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,590,31249350,North,Punjab,Amritsar,Offline,Sangeetha,0,130,R66781,,C25990,Positive,5,,,scroll,Laugh degree next all. positive experience with scroll.,54
2025-02-15,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,609,32851287,East,West Bengal,Kolkata,Offline,Poorvika,5,173,R76607,,C16492,Positive,5,,,space,Contain analysis and ever. positive experience with space.,23
